project_name,approach,provider,model_name,prompt_template,metric_group,metric_name,run_count,mean,median,population_stddev,minimum,maximum
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,service_count,1,5.0,5.0,0.0,5.0,5.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,short_responsibility_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,short_responsibility_ratio,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,total_responsibility_word_count,1,108.0,108.0,0.0,108.0,108.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,unique_service_count,1,5.0,5.0,0.0,5.0,5.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,valid_communication_count,1,16.0,16.0,0.0,16.0,16.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,api_error_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,average_call_duration_ms,1,20000.0,20000.0,0.0,20000.0,20000.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,critic_issue_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,critic_round_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,distinct_role_count,1,1.0,1.0,0.0,1.0,1.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,failed_llm_call_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,failed_llm_call_ratio,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,final_snapshot_communication_count,1,16.0,16.0,0.0,16.0,16.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,final_snapshot_service_count,1,5.0,5.0,0.0,5.0,5.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,interactions_added_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,interactions_removed_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,llm_call_count,1,1.0,1.0,0.0,1.0,1.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,max_call_duration_ms,1,20000.0,20000.0,0.0,20000.0,20000.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,parse_error_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,refinement_round_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,retry_call_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,retry_call_ratio,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,revision_request_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,services_added_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,services_removed_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,stopped_by_iteration_limit,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,successful_llm_call_count,1,1.0,1.0,0.0,1.0,1.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,total_call_duration_ms,1,20000.0,20000.0,0.0,20000.0,20000.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,total_response_char_count,1,1880.0,1880.0,0.0,1880.0,1880.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,total_system_prompt_char_count,1,1768.0,1768.0,0.0,1768.0,1768.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,total_user_prompt_char_count,1,17123.0,17123.0,0.0,17123.0,17123.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,trace_available,1,1.0,1.0,0.0,1.0,1.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,trace_elapsed_ms,1,20005.368,20005.368,0.0,20005.368,20005.368
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,trace_event_count,1,4.0,4.0,0.0,4.0,4.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,trace_invalid_json_line_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,few_shot,process,workflow_converged,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,average_incoming_communications,1,2.5,2.5,0.0,2.5,2.5
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,average_outgoing_communications,1,2.5,2.5,0.0,2.5,2.5
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,average_responsibility_token_jaccard,1,0.04347205548886221,0.04347205548886221,0.0,0.04347205548886221,0.04347205548886221
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,average_responsibility_word_count,1,33.5,33.5,0.0,33.5,33.5
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,communication_density,1,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,declared_communication_count,1,10.0,10.0,0.0,10.0,10.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,duplicate_communication_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,duplicate_service_name_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,invalid_communication_target_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,isolated_services_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,isolated_services_ratio,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,malformed_service_row_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,max_incoming_communications,1,3.0,3.0,0.0,3.0,3.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,max_outgoing_communications,1,3.0,3.0,0.0,3.0,3.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,max_responsibility_word_count,1,38.0,38.0,0.0,38.0,38.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,min_responsibility_word_count,1,30.0,30.0,0.0,30.0,30.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,raw_declared_communication_count,1,10.0,10.0,0.0,10.0,10.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,reciprocal_communication_pair_count,1,5.0,5.0,0.0,5.0,5.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,reciprocity_ratio,1,1.0,1.0,0.0,1.0,1.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,responsibility_word_count_stddev,1,3.2015621187164243,3.2015621187164243,0.0,3.2015621187164243,3.2015621187164243
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,self_communication_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,service_count,1,4.0,4.0,0.0,4.0,4.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,short_responsibility_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,short_responsibility_ratio,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,total_responsibility_word_count,1,134.0,134.0,0.0,134.0,134.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,unique_service_count,1,4.0,4.0,0.0,4.0,4.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,valid_communication_count,1,10.0,10.0,0.0,10.0,10.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,api_error_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,average_call_duration_ms,1,21203.0,21203.0,0.0,21203.0,21203.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,critic_issue_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,critic_round_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,distinct_role_count,1,1.0,1.0,0.0,1.0,1.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,failed_llm_call_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,failed_llm_call_ratio,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,final_snapshot_communication_count,1,10.0,10.0,0.0,10.0,10.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,final_snapshot_service_count,1,4.0,4.0,0.0,4.0,4.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,interactions_added_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,interactions_removed_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,llm_call_count,1,1.0,1.0,0.0,1.0,1.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,max_call_duration_ms,1,21203.0,21203.0,0.0,21203.0,21203.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,parse_error_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,refinement_round_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,retry_call_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,retry_call_ratio,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,revision_request_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,services_added_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,services_removed_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,stopped_by_iteration_limit,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,successful_llm_call_count,1,1.0,1.0,0.0,1.0,1.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,total_call_duration_ms,1,21203.0,21203.0,0.0,21203.0,21203.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,total_response_char_count,1,2075.0,2075.0,0.0,2075.0,2075.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,total_system_prompt_char_count,1,1768.0,1768.0,0.0,1768.0,1768.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,total_user_prompt_char_count,1,12392.0,12392.0,0.0,12392.0,12392.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,trace_available,1,1.0,1.0,0.0,1.0,1.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,trace_elapsed_ms,1,21205.171,21205.171,0.0,21205.171,21205.171
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,trace_event_count,1,4.0,4.0,0.0,4.0,4.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,trace_invalid_json_line_count,1,0.0,0.0,0.0,0.0,0.0
acmeair,direct,openai,gpt-5.5-2026-04-23,zero_shot,process,workflow_converged,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,average_incoming_communications,1,2.8,2.8,0.0,2.8,2.8
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,average_outgoing_communications,1,2.8,2.8,0.0,2.8,2.8
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,average_responsibility_token_jaccard,1,0.07992780701161709,0.07992780701161709,0.0,0.07992780701161709,0.07992780701161709
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,average_responsibility_word_count,1,33.6,33.6,0.0,33.6,33.6
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,communication_density,1,0.7,0.7,0.0,0.7,0.7
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,declared_communication_count,1,14.0,14.0,0.0,14.0,14.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,duplicate_communication_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,duplicate_service_name_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,invalid_communication_target_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,isolated_services_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,isolated_services_ratio,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,malformed_service_row_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,max_incoming_communications,1,4.0,4.0,0.0,4.0,4.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,max_outgoing_communications,1,4.0,4.0,0.0,4.0,4.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,max_responsibility_word_count,1,49.0,49.0,0.0,49.0,49.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,min_responsibility_word_count,1,20.0,20.0,0.0,20.0,20.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,raw_declared_communication_count,1,14.0,14.0,0.0,14.0,14.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,reciprocal_communication_pair_count,1,6.0,6.0,0.0,6.0,6.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,reciprocity_ratio,1,0.8571428571428571,0.8571428571428571,0.0,0.8571428571428571,0.8571428571428571
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,responsibility_word_count_stddev,1,9.604165762834375,9.604165762834375,0.0,9.604165762834375,9.604165762834375
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,self_communication_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,service_count,1,5.0,5.0,0.0,5.0,5.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,short_responsibility_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,short_responsibility_ratio,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,total_responsibility_word_count,1,168.0,168.0,0.0,168.0,168.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,unique_service_count,1,5.0,5.0,0.0,5.0,5.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,architecture,valid_communication_count,1,14.0,14.0,0.0,14.0,14.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,api_error_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,average_call_duration_ms,1,9609.0,9609.0,0.0,9609.0,9609.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,critic_issue_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,critic_round_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,distinct_role_count,1,1.0,1.0,0.0,1.0,1.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,failed_llm_call_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,failed_llm_call_ratio,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,final_snapshot_communication_count,1,14.0,14.0,0.0,14.0,14.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,final_snapshot_service_count,1,5.0,5.0,0.0,5.0,5.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,interactions_added_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,interactions_removed_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,llm_call_count,1,1.0,1.0,0.0,1.0,1.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,max_call_duration_ms,1,9609.0,9609.0,0.0,9609.0,9609.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,parse_error_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,refinement_round_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,retry_call_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,retry_call_ratio,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,revision_request_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,services_added_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,services_removed_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,stopped_by_iteration_limit,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,successful_llm_call_count,1,1.0,1.0,0.0,1.0,1.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,total_call_duration_ms,1,9609.0,9609.0,0.0,9609.0,9609.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,total_response_char_count,1,2242.0,2242.0,0.0,2242.0,2242.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,total_system_prompt_char_count,1,1768.0,1768.0,0.0,1768.0,1768.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,total_user_prompt_char_count,1,25000.0,25000.0,0.0,25000.0,25000.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,trace_available,1,1.0,1.0,0.0,1.0,1.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,trace_elapsed_ms,1,9606.857,9606.857,0.0,9606.857,9606.857
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,trace_event_count,1,4.0,4.0,0.0,4.0,4.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,trace_invalid_json_line_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,process,workflow_converged,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,average_incoming_communications,1,2.2,2.2,0.0,2.2,2.2
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,average_outgoing_communications,1,2.2,2.2,0.0,2.2,2.2
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,average_responsibility_token_jaccard,1,0.1019892869553963,0.1019892869553963,0.0,0.1019892869553963,0.1019892869553963
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,average_responsibility_word_count,1,49.0,49.0,0.0,49.0,49.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,communication_density,1,0.55,0.55,0.0,0.55,0.55
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,declared_communication_count,1,11.0,11.0,0.0,11.0,11.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,duplicate_communication_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,duplicate_service_name_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,invalid_communication_target_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,isolated_services_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,isolated_services_ratio,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,malformed_service_row_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,max_incoming_communications,1,4.0,4.0,0.0,4.0,4.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,max_outgoing_communications,1,4.0,4.0,0.0,4.0,4.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,max_responsibility_word_count,1,60.0,60.0,0.0,60.0,60.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,min_responsibility_word_count,1,25.0,25.0,0.0,25.0,25.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,raw_declared_communication_count,1,11.0,11.0,0.0,11.0,11.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,reciprocal_communication_pair_count,1,3.0,3.0,0.0,3.0,3.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,reciprocity_ratio,1,0.5454545454545454,0.5454545454545454,0.0,0.5454545454545454,0.5454545454545454
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,responsibility_word_count_stddev,1,12.537942414925983,12.537942414925983,0.0,12.537942414925983,12.537942414925983
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,self_communication_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,service_count,1,5.0,5.0,0.0,5.0,5.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,short_responsibility_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,short_responsibility_ratio,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,total_responsibility_word_count,1,245.0,245.0,0.0,245.0,245.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,unique_service_count,1,5.0,5.0,0.0,5.0,5.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,architecture,valid_communication_count,1,11.0,11.0,0.0,11.0,11.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,api_error_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,average_call_duration_ms,1,12891.0,12891.0,0.0,12891.0,12891.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,critic_issue_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,critic_round_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,distinct_role_count,1,1.0,1.0,0.0,1.0,1.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,failed_llm_call_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,failed_llm_call_ratio,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,final_snapshot_communication_count,1,11.0,11.0,0.0,11.0,11.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,final_snapshot_service_count,1,5.0,5.0,0.0,5.0,5.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,interactions_added_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,interactions_removed_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,llm_call_count,1,1.0,1.0,0.0,1.0,1.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,max_call_duration_ms,1,12891.0,12891.0,0.0,12891.0,12891.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,parse_error_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,refinement_round_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,retry_call_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,retry_call_ratio,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,revision_request_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,services_added_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,services_removed_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,stopped_by_iteration_limit,1,0.0,0.0,0.0,0.0,0.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,successful_llm_call_count,1,1.0,1.0,0.0,1.0,1.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,total_call_duration_ms,1,12891.0,12891.0,0.0,12891.0,12891.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,total_response_char_count,1,2978.0,2978.0,0.0,2978.0,2978.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,total_system_prompt_char_count,1,1768.0,1768.0,0.0,1768.0,1768.0
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,process,total_user_prompt_char_count,1,20269.0,20269.0,0.0,20269.0,20269.0
